"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","Mouse.ID","LK16Sid","ExName","Ex","LavageDate","MP","SampleOrigin","Cage","ExCage","ExCageTp","Timepoint","TimeP","Timepoint.wks","AntibioticTx","Infected","Tp.Cage","Tp.ABX","Tp.Infect","ABX.Infect","Tp.ABX.Infect","NaturalMicro","InfectionStage","InfectStage2","InfectStageDepo","InfectStagePreUM","InfectStageDEM","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","DiseaseCINEndpointRanked","Cleared.Persistent","Kingdom","Phylum","Class","Order","Family","Genus"
"8407","854579e4ba1ea8ac6d22700df6baec93","LK16S004-283",0.00328607642474885,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_283_S289_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_283_S289_R2_001.fastq.gz","11-10-M8-3","LK16S004_283","Baseline","E3","11/10/20","M8-3","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp9","Timepoint 9","9","14","None","Mock","Tp9_Cage8","Tp9_None","Tp9_Mock","None_Mock","Tp9_None_Mock","No","12 wks post-MmuPV1 infection","Infected","Infected","Mock","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia"
"4596","4374f2893bb85aa1b034d25b409b1f59","LK16S004-012",0.00328330206378987,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R2_001.fastq.gz","07-28-M6-1","LK16S004_012","Baseline","E3","7/28/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp1","Timepoint 1","1","0","None","Untouched","Tp1_Cage6","Tp1_None","Tp1_Untouched","None_Untouched","Tp1_None_Untouched","Natural","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","","","","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila"
"14269","ecffc2022c0e89787d19d43381a157a7","LK16S004-012",0.00328330206378987,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R2_001.fastq.gz","07-28-M6-1","LK16S004_012","Baseline","E3","7/28/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp1","Timepoint 1","1","0","None","Untouched","Tp1_Cage6","Tp1_None","Tp1_Untouched","None_Untouched","Tp1_None_Untouched","Natural","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"8736","883610fdc209c4db37645023eca71adc","LK16S004-220",0.00327653997378768,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_220_S224_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_220_S224_R2_001.fastq.gz","10-13-M8-1","LK16S004_220","Baseline","E3","10/13/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp7","Timepoint 7","7","10","None","Mock","Tp7_Cage8","Tp7_None","Tp7_Mock","None_Mock","Tp7_None_Mock","No","8 wks post-MmuPV1 infection","Infected","Infected","Mock","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus"
"15437","fbe681bb9d21244b516cdfdb7f230b69","LK16S004-218",0.0032488628979857,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_218_S222_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_218_S222_R2_001.fastq.gz","10-13-M7-2","LK16S004_218","Baseline","E3","10/13/20","M7-2","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp7","Timepoint 7","7","10","None","Infected","Tp7_Cage7","Tp7_None","Tp7_Infected","None_Infected","Tp7_None_Infected","No","8 wks post-MmuPV1 infection","Infected","Infected","Infected","Mid Infection (8-10-12wpi)",NA,"","CIN2 (considered 3)","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"1258","0ed7039c73efb1ef597a6c91e456c595","LK16S004-189",0.00324292452830189,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_189_S193_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_189_S193_R2_001.fastq.gz","09-29-M8-1","LK16S004_189","Baseline","E3","9/29/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp6","Timepoint 6","6","8","None","Mock","Tp6_Cage8","Tp6_None","Tp6_Mock","None_Mock","Tp6_None_Mock","No","6 wks post-MmuPV1 infection","Infected","Infected","Mock","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomyces"
"10218","9a50ed86e447df6c5635c1029eba5f30","LK16S004-189",0.00324292452830189,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_189_S193_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_189_S193_R2_001.fastq.gz","09-29-M8-1","LK16S004_189","Baseline","E3","9/29/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp6","Timepoint 6","6","8","None","Mock","Tp6_Cage8","Tp6_None","Tp6_Mock","None_Mock","Tp6_None_Mock","No","6 wks post-MmuPV1 infection","Infected","Infected","Mock","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megasphaera"
"8815","883610fdc209c4db37645023eca71adc","LK16S004-135",0.00320953690967446,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_135_S139_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_135_S139_R2_001.fastq.gz","09-01-M11-2","LK16S004_135","Baseline","E3","9/1/20","M11-2","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp4","Timepoint 4","4","4","None","Infected","Tp4_Cage11","Tp4_None","Tp4_Infected","None_Infected","Tp4_None_Infected","No","2 wks post-MmuPV1 infection","Infected","Infected","Infected","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus"
"15414","fbe681bb9d21244b516cdfdb7f230b69","LK16S004-135",0.00320953690967446,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_135_S139_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_135_S139_R2_001.fastq.gz","09-01-M11-2","LK16S004_135","Baseline","E3","9/1/20","M11-2","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp4","Timepoint 4","4","4","None","Infected","Tp4_Cage11","Tp4_None","Tp4_Infected","None_Infected","Tp4_None_Infected","No","2 wks post-MmuPV1 infection","Infected","Infected","Infected","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"9211","8935cf18e8c46734069a4914c40a443d","LK16S004-158",0.0032071840923669,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_158_S162_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_158_S162_R2_001.fastq.gz","09-16-M8-1","LK16S004_158","Baseline","E3","9/16/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp5","Timepoint 5","5","6","None","Mock","Tp5_Cage8","Tp5_None","Tp5_Mock","None_Mock","Tp5_None_Mock","No","4 wks post-MmuPV1 infection","Infected","Infected","Mock","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis"
"5530","51ad0deb6331cb77f17cde5970059539","LK16S004-283",0.00319218852689888,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_283_S289_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_283_S289_R2_001.fastq.gz","11-10-M8-3","LK16S004_283","Baseline","E3","11/10/20","M8-3","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp9","Timepoint 9","9","14","None","Mock","Tp9_Cage8","Tp9_None","Tp9_Mock","None_Mock","Tp9_None_Mock","No","12 wks post-MmuPV1 infection","Infected","Infected","Mock","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"8578","86a344a41130b80ccbc35bc8264797cc","LK16S004-117",0.0031859594209379,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_117_S121_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_117_S121_R2_001.fastq.gz","09-01-M6-2","LK16S004_117","Baseline","E3","9/1/20","M6-2","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp4","Timepoint 4","4","4","None","Untouched","Tp4_Cage6","Tp4_None","Tp4_Untouched","None_Untouched","Tp4_None_Untouched","No","2 wks post-MmuPV1 infection","Infected","Infected","Untouched","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia"
"9816","96135aa4f11d4243d4da3102a15232fb","LK16S004-252",0.00318021201413428,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_252_S256_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_252_S256_R2_001.fastq.gz","10-27-M8-5","LK16S004_252","Baseline","E3","10/27/20","M8-5","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp8","Timepoint 8","8","12","None","Mock","Tp8_Cage8","Tp8_None","Tp8_Mock","None_Mock","Tp8_None_Mock","No","10 wks post-MmuPV1 infection","Infected","Infected","Mock","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Saccharopolyspora"
"3869","38c395eb625ea0e22580f2719dd368f0","LK16S004-118",0.0031640801566973,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_118_S122_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_118_S122_R2_001.fastq.gz","09-01-M6-3","LK16S004_118","Baseline","E3","9/1/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp4","Timepoint 4","4","4","None","Untouched","Tp4_Cage6","Tp4_None","Tp4_Untouched","None_Untouched","Tp4_None_Untouched","No","2 wks post-MmuPV1 infection","Infected","Infected","Untouched","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Bulleidia"
"13081","dd99ad74a4e8d51cf811564c0e074694","LK16S004-102",0.00315457413249211,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_102_S104_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_102_S104_R2_001.fastq.gz","08-19-M11-1","LK16S004_102","Baseline","E3","8/19/20","M11-1","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp3","Timepoint 3","3","3","None","Infected","Tp3_Cage11","Tp3_None","Tp3_Infected","None_Infected","Tp3_None_Infected","Post-Depo","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Pre-Infection","Post-Depo","Post-Depo","Post-Depo",NA,"","CIN3","High ","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus"
"7498","7434f9f6ac313fd49c9d86d9b5bfeccd","LK16S004-187",0.00314049586776859,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_187_S191_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_187_S191_R2_001.fastq.gz","09-29-M7-2","LK16S004_187","Baseline","E3","9/29/20","M7-2","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp6","Timepoint 6","6","8","None","Infected","Tp6_Cage7","Tp6_None","Tp6_Infected","None_Infected","Tp6_None_Infected","No","6 wks post-MmuPV1 infection","Infected","Infected","Infected","Early Infection (4 & 6wpi)",NA,"","CIN2 (considered 3)","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Nesterenkonia"
"9488","918209c8469751973270ceab61151264","LK16S004-120",0.003125,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_120_S124_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_120_S124_R2_001.fastq.gz","09-01-M7-1","LK16S004_120","Baseline","E3","9/1/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp4","Timepoint 4","4","4","None","Infected","Tp4_Cage7","Tp4_None","Tp4_Infected","None_Infected","Tp4_None_Infected","No","2 wks post-MmuPV1 infection","Infected","Infected","Infected","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"7994","8082fd98df6fc51b26573c455225524e","LK16S004-162",0.00311730926989336,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_162_S166_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_162_S166_R2_001.fastq.gz","09-16-M8-5","LK16S004_162","Baseline","E3","9/16/20","M8-5","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp5","Timepoint 5","5","6","None","Mock","Tp5_Cage8","Tp5_None","Tp5_Mock","None_Mock","Tp5_None_Mock","No","4 wks post-MmuPV1 infection","Infected","Infected","Mock","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus"
"12171","d2ce5d75b625af02dc97b675bfe39cdf","LK16S004-162",0.00311730926989336,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_162_S166_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_162_S166_R2_001.fastq.gz","09-16-M8-5","LK16S004_162","Baseline","E3","9/16/20","M8-5","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp5","Timepoint 5","5","6","None","Mock","Tp5_Cage8","Tp5_None","Tp5_Mock","None_Mock","Tp5_None_Mock","No","4 wks post-MmuPV1 infection","Infected","Infected","Mock","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia"
"11972","c3c6b35a7e7fd0a56aab3c29bd47737b","LK16S004-013",0.00310903841883189,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_013_S13_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_013_S13_R2_001.fastq.gz","07-28-M6-2","LK16S004_013","Baseline","E3","7/28/20","M6-2","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp1","Timepoint 1","1","0","None","Untouched","Tp1_Cage6","Tp1_None","Tp1_Untouched","None_Untouched","Tp1_None_Untouched","Natural","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","","","","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"2298","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-280",0.00309649343041259,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_280_S285_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_280_S285_R2_001.fastq.gz","11-10-M7-3","LK16S004_280","Baseline","E3","11/10/20","M7-3","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp9","Timepoint 9","9","14","None","Infected","Tp9_Cage7","Tp9_None","Tp9_Infected","None_Infected","Tp9_None_Infected","No","12 wks post-MmuPV1 infection","Infected","Infected","Infected","Mid Infection (8-10-12wpi)",1010000,"High","CIN2  ","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"4910","512699b99a04e60a592db5b38aaa91d6","LK16S004-252",0.00306242638398115,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_252_S256_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_252_S256_R2_001.fastq.gz","10-27-M8-5","LK16S004_252","Baseline","E3","10/27/20","M8-5","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp8","Timepoint 8","8","12","None","Mock","Tp8_Cage8","Tp8_None","Tp8_Mock","None_Mock","Tp8_None_Mock","No","10 wks post-MmuPV1 infection","Infected","Infected","Mock","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Firmicutes","Bacilli","Gemellales","Gemellaceae","Gemella"
"15415","fbe681bb9d21244b516cdfdb7f230b69","LK16S004-012",0.00304878048780488,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R2_001.fastq.gz","07-28-M6-1","LK16S004_012","Baseline","E3","7/28/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp1","Timepoint 1","1","0","None","Untouched","Tp1_Cage6","Tp1_None","Tp1_Untouched","None_Untouched","Tp1_None_Untouched","Natural","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"344","0498dba2e95557822c379e30f7217a3e","LK16S004-215",0.00304083405734144,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_215_S219_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_215_S219_R2_001.fastq.gz","10-13-M6-3","LK16S004_215","Baseline","E3","10/13/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp7","Timepoint 7","7","10","None","Untouched","Tp7_Cage6","Tp7_None","Tp7_Untouched","None_Untouched","Tp7_None_Untouched","No","8 wks post-MmuPV1 infection","Infected","Infected","Untouched","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides"
"15175","f9e1a1c2197e923ec95eb84b6ae6376b","LK16S004-215",0.00304083405734144,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_215_S219_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_215_S219_R2_001.fastq.gz","10-13-M6-3","LK16S004_215","Baseline","E3","10/13/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp7","Timepoint 7","7","10","None","Untouched","Tp7_Cage6","Tp7_None","Tp7_Untouched","None_Untouched","Tp7_None_Untouched","No","8 wks post-MmuPV1 infection","Infected","Infected","Untouched","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"5460","517c49542571fe34526e6803fe7adf73","LK16S004-184",0.0030374620317246,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_184_S188_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_184_S188_R2_001.fastq.gz","09-29-M6-3","LK16S004_184","Baseline","E3","9/29/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp6","Timepoint 6","6","8","None","Untouched","Tp6_Cage6","Tp6_None","Tp6_Untouched","None_Untouched","Tp6_None_Untouched","No","6 wks post-MmuPV1 infection","Infected","Infected","Untouched","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"3032","2cd2e43e48d924db460dbfbd50b89b38","LK16S004-019",0.00301694128568113,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R2_001.fastq.gz","07-28-M8-1","LK16S004_019","Baseline","E3","7/28/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Mock","Tp1_Cage8","Tp1_None","Tp1_Mock","None_Mock","Tp1_None_Mock","Natural","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]"
"3555","30584d9aed923c0c1d895d6201f19924","LK16S004-019",0.00301694128568113,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R2_001.fastq.gz","07-28-M8-1","LK16S004_019","Baseline","E3","7/28/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Mock","Tp1_Cage8","Tp1_None","Tp1_Mock","None_Mock","Tp1_None_Mock","Natural","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus"
"3210","2df7c666a73180820243b056ffb9410c","LK16S004-118",0.00301340967304505,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_118_S122_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_118_S122_R2_001.fastq.gz","09-01-M6-3","LK16S004_118","Baseline","E3","9/1/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp4","Timepoint 4","4","4","None","Untouched","Tp4_Cage6","Tp4_None","Tp4_Untouched","None_Untouched","Tp4_None_Untouched","No","2 wks post-MmuPV1 infection","Infected","Infected","Untouched","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anaerobacillus"
"6938","5f9c632fdbb71b06c495aed0fa3795ea","LK16S004-118",0.00301340967304505,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_118_S122_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_118_S122_R2_001.fastq.gz","09-01-M6-3","LK16S004_118","Baseline","E3","9/1/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp4","Timepoint 4","4","4","None","Untouched","Tp4_Cage6","Tp4_None","Tp4_Untouched","None_Untouched","Tp4_None_Untouched","No","2 wks post-MmuPV1 infection","Infected","Infected","Untouched","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"10062","9810164d15d577833902934f6b963568","LK16S004-118",0.00301340967304505,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_118_S122_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_118_S122_R2_001.fastq.gz","09-01-M6-3","LK16S004_118","Baseline","E3","9/1/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp4","Timepoint 4","4","4","None","Untouched","Tp4_Cage6","Tp4_None","Tp4_Untouched","None_Untouched","Tp4_None_Untouched","No","2 wks post-MmuPV1 infection","Infected","Infected","Untouched","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
