"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","LCM","Date","Treatment","LCMSample","Mouse","MouseNO","MouseSampleNumber","LCM.Spots","Epi.Stroma","DNA.RNA","Infected","E2","Disease","Disease2","Estrus.Stage","Location","DisTx","TxEs","Viral.Copy.Number..per.5ng.total.DNA.","Mouse.ID","ViralCopyNumberHighLow","Cleared.Persistent","Kingdom","Phylum","Class","Order","Family","Genus"
"146","0d3c315329d76eb7364a01d48884f383","LK16S004-318",0.00982775018493078,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-318_S217_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-318_S217_R2_001.fastq.gz","LCM12","8/10/21","MmuPV1 only","MES-43-3_43_1E","M.03",3,1,99,"Epi","DNA","MmuPV","none","High CIN (at least CIN3)","High CIN","Diestrus","Vaginal wall","MmuPV1 only -High CIN","MmuPV1 only -Diestrus","4.92E+05","43-3","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","N09"
"1050","43870bfb33d01a3be9af27097ce23ee0","LK16S004-349",0.00973630831643002,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-349_S248_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-349_S248_R2_001.fastq.gz","LCM43","8/13/21","MmuPV1 + 6m E2","MES-43-23_38_1E","M.23",23,1,90,"Epi","DNA","MmuPV","E2","Low CIN (CIN 1-2)","Low CIN","Diestrus","Cervicovaginal wall","MmuPV1 + 6m E2 -Low CIN","MmuPV1 + 6m E2 -Diestrus","3.21E+06","43-23","High","Persistent","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Cloacibacterium"
"3062","fbe681bb9d21244b516cdfdb7f230b69","LK16S004-318",0.00972207545175948,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-318_S217_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-318_S217_R2_001.fastq.gz","LCM12","8/10/21","MmuPV1 only","MES-43-3_43_1E","M.03",3,1,99,"Epi","DNA","MmuPV","none","High CIN (at least CIN3)","High CIN","Diestrus","Vaginal wall","MmuPV1 only -High CIN","MmuPV1 only -Diestrus","4.92E+05","43-3","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"2348","a804aab502092d35e04c09f4f3bbddac","LK16S004-331",0.00961614877215291,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-331_S230_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-331_S230_R2_001.fastq.gz","LCM25","8/11/21","Mock + 6m E2","MES-43-42_68_1E","M.42",42,1,18,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus ","Ectocervix","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus ","N/A","43-42","","Mock+E2","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus"
"2187","91c93208099c5254153fe250684deda0","LK16S004-332",0.00950045969966289,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-332_S231_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-332_S231_R2_001.fastq.gz","LCM26","8/11/21","Mock + 6m E2","MES-43-42_68_2E","M.42",42,2,19,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus ","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus ","N/A","43-42","","Mock+E2","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"2335","a562be7bb599d54fe6eb783bad4b090b","LK16S004-342",0.00943157590431106,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-342_S241_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-342_S241_R2_001.fastq.gz","LCM36","8/12/21","MmuPV1 + 6m E2","MES-43-18_08_1E","M.18",18,1,93,"Epi","DNA","MmuPV","E2","SCC","SCC","Metestrus/Diestrus","Ectocervix","MmuPV1 + 6m E2 -SCC","MmuPV1 + 6m E2 -Metestrus/Diestrus","1.86E+06","43-18","High","Persistent","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga"
"2256","9d383219ae388487d750270137e52780","LK16S004-343",0.00935544620618431,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-343_S242_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-343_S242_R2_001.fastq.gz","LCM37","8/12/21","MmuPV1 + 6m E2","MES-43-18_08_2E","M.18",18,2,117,"Epi","DNA","MmuPV","E2","High CIN (CIN2-3)","High CIN","Metestrus/Diestrus","Vaginal wall","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Metestrus/Diestrus","1.86E+06","43-18","High","Persistent","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","WAL_1855D"
"529","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-349",0.00933062880324544,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-349_S248_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-349_S248_R2_001.fastq.gz","LCM43","8/13/21","MmuPV1 + 6m E2","MES-43-23_38_1E","M.23",23,1,90,"Epi","DNA","MmuPV","E2","Low CIN (CIN 1-2)","Low CIN","Diestrus","Cervicovaginal wall","MmuPV1 + 6m E2 -Low CIN","MmuPV1 + 6m E2 -Diestrus","3.21E+06","43-23","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"1112","47931d8bdae7c82fbf776c20f2682482","LK16S004-314",0.00926430517711172,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-314_S213_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-314_S213_R2_001.fastq.gz","LCM08","8/10/21","Mock","MES-43-35_23_2E","M.35",35,2,12,"Epi","DNA","Mock","none","No disease","No disease","Estrus","Cervicovaginal wall","Mock -No disease","Mock -Estrus","N/A","43-35","","Mock","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium"
"3046","fbe681bb9d21244b516cdfdb7f230b69","LK16S004-324",0.0091533180778032,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-324_S223_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-324_S223_R2_001.fastq.gz","LCM18","8/11/21","Mock + 6m E2","MES-43-37_58_2E","M.37",37,2,17,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus/Diestrus","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus/Diestrus","1.30E+01","43-37","Mock","Mock+E2","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"1362","51ad0deb6331cb77f17cde5970059539","LK16S004-335",0.00904977375565611,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-335_S234_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-335_S234_R2_001.fastq.gz","LCM29","8/11/21","Mock + 6m E2","MES-43-44_58_1E","M.44",44,1,15,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus/Diestrus","Ectocervix","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus/Diestrus","N/A","43-44","","Mock+E2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"716","2800bb10e27d18faa1115fa96aa35f9a","LK16S004-346",0.00904159132007233,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-346_S245_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-346_S245_R2_001.fastq.gz","LCM40","8/13/21","MmuPV1 + 6m E2","MES-43-21_02_1E","M.21",21,1,350,"Epi","DNA","MmuPV","E2","SCC","SCC","Diestrus","Ectocervix","MmuPV1 + 6m E2 -SCC","MmuPV1 + 6m E2 -Diestrus","8.09E+06","43-21","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"141","0d3c315329d76eb7364a01d48884f383","LK16S004-341",0.00894759267149553,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-341_S240_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-341_S240_R2_001.fastq.gz","LCM35","8/12/21","MmuPV1 + 6m E2","MES-43-17_23_1E","M.17",17,1,75,"Epi","DNA","MmuPV","E2","Low CIN (CIN2)","Low CIN","Diestrus/Proestrus","Cervicovaginal Fornix","MmuPV1 + 6m E2 -Low CIN","MmuPV1 + 6m E2 -Diestrus/Proestrus","2.92E+06","43-17","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","N09"
"1280","4e269cbdd41f328dabf501e891c0c3ce","LK16S004-346",0.00889089813140446,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-346_S245_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-346_S245_R2_001.fastq.gz","LCM40","8/13/21","MmuPV1 + 6m E2","MES-43-21_02_1E","M.21",21,1,350,"Epi","DNA","MmuPV","E2","SCC","SCC","Diestrus","Ectocervix","MmuPV1 + 6m E2 -SCC","MmuPV1 + 6m E2 -Diestrus","8.09E+06","43-21","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"2926","f36c161e4341ca7c0fd5d7615f736706","LK16S004-344",0.00875452684616596,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-344_S243_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-344_S243_R2_001.fastq.gz","LCM38","8/12/21","MmuPV1 + 6m E2","MES-43-19_68_1E","M.19",19,1,81,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Diestrus","Ectocervix","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Diestrus","9.12E+06","43-19","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"1661","60277456526b9400022bcd857a9bddf8","LK16S004-320",0.00871687587168759,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-320_S219_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-320_S219_R2_001.fastq.gz","LCM14","8/10/21","MmuPV1 only","MES-43-6_38_1E","M.06",6,1,82,"Epi","DNA","MmuPV","none","High CIN (CIN2-3)","High CIN","Diestrus/Proestrus","Cervicovaginal wall","MmuPV1 only -High CIN","MmuPV1 only -Diestrus/Proestrus","9.00E+05","43-6","Low","Persistent","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"1345","51ad0deb6331cb77f17cde5970059539","LK16S004-344",0.00843961580853409,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-344_S243_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-344_S243_R2_001.fastq.gz","LCM38","8/12/21","MmuPV1 + 6m E2","MES-43-19_68_1E","M.19",19,1,81,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Diestrus","Ectocervix","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Diestrus","9.12E+06","43-19","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"1396","5772164cfa39aea6461ef5810312aecf","LK16S004-346",0.00843881856540084,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-346_S245_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-346_S245_R2_001.fastq.gz","LCM40","8/13/21","MmuPV1 + 6m E2","MES-43-21_02_1E","M.21",21,1,350,"Epi","DNA","MmuPV","E2","SCC","SCC","Diestrus","Ectocervix","MmuPV1 + 6m E2 -SCC","MmuPV1 + 6m E2 -Diestrus","8.09E+06","43-21","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"3076","fbe681bb9d21244b516cdfdb7f230b69","LK16S004-315",0.00838926174496644,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-315_S214_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-315_S214_R2_001.fastq.gz","LCM09","8/10/21","MmuPV1 only","MES-43-1_68_1E","M.01",1,1,10,"Epi","DNA","MmuPV","none","Low CIN","Low CIN","Proestrus","Vaginal wall","MmuPV1 only -Low CIN","MmuPV1 only -Proestrus","7.09E+05","43-1","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"2875","ecffc2022c0e89787d19d43381a157a7","LK16S004-346",0.00836347197106691,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-346_S245_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-346_S245_R2_001.fastq.gz","LCM40","8/13/21","MmuPV1 + 6m E2","MES-43-21_02_1E","M.21",21,1,350,"Epi","DNA","MmuPV","E2","SCC","SCC","Diestrus","Ectocervix","MmuPV1 + 6m E2 -SCC","MmuPV1 + 6m E2 -Diestrus","8.09E+06","43-21","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"288","11800b1198de7eb5f9a2deb0180d2a96","LK16S004-319",0.0082878131474854,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-319_S218_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-319_S218_R2_001.fastq.gz","LCM13","8/10/21","MmuPV1 only","MES-43-5_18_1E","M.05",5,1,60,"Epi","DNA","MmuPV","none","High CIN (CIN2-3)","High CIN","Proestrus","Vaginal wall","MmuPV1 only -High CIN","MmuPV1 only -Proestrus","9.62E+05","43-5","Low","Persistent","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella"
"599","2273f6f8613e657e78cc6ae094ec8adf","LK16S004-351",0.00826848249027237,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-351_S250_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-351_S250_R2_001.fastq.gz","LCM45","8/13/21","MmuPV1 + 6m E2","MES-43-26_28_1E","M.26",26,1,128,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Estrus/Metestrus","Vaginal wall","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Estrus/Metestrus","2.03E+07","43-26","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"521","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-333",0.00806090461262875,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-333_S232_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-333_S232_R2_001.fastq.gz","LCM27","8/11/21","Mock + 6m E2","MES-43-43_68_1E","M.43",43,1,17,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus ","Ectocervix","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus ","N/A","43-43","","Mock+E2","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"2021","7e27961d269a191ec4b78765848e2f99","LK16S004-351",0.00794422827496757,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-351_S250_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-351_S250_R2_001.fastq.gz","LCM45","8/13/21","MmuPV1 + 6m E2","MES-43-26_28_1E","M.26",26,1,128,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Estrus/Metestrus","Vaginal wall","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Estrus/Metestrus","2.03E+07","43-26","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus"
"131","0a36b4a346765441a0c61eafc49f02ab","LK16S004-314",0.00790190735694823,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-314_S213_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-314_S213_R2_001.fastq.gz","LCM08","8/10/21","Mock","MES-43-35_23_2E","M.35",35,2,12,"Epi","DNA","Mock","none","No disease","No disease","Estrus","Cervicovaginal wall","Mock -No disease","Mock -Estrus","N/A","43-35","","Mock","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"1689","60277456526b9400022bcd857a9bddf8","LK16S004-308",0.0077247191011236,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-308_S207_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-308_S207_R2_001.fastq.gz","LCM02","8/9/21","Mock","MES-43-27_38_2E","M.27",27,2,27,"Epi","DNA","Mock","none","No disease","No disease","Proestrus","Cervicovaginal wall","Mock -No disease","Mock -Proestrus","1.92E+01","43-27","Mock","Mock","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"359","15f417a383e61f31ecb7c99a122dc677","LK16S004-319",0.00772273497833867,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-319_S218_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-319_S218_R2_001.fastq.gz","LCM13","8/10/21","MmuPV1 only","MES-43-5_18_1E","M.05",5,1,60,"Epi","DNA","MmuPV","none","High CIN (CIN2-3)","High CIN","Proestrus","Vaginal wall","MmuPV1 only -High CIN","MmuPV1 only -Proestrus","9.62E+05","43-5","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacterium"
"2055","808c65d8edb73347bdc9a8dd672c4551","LK16S004-335",0.00769230769230769,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-335_S234_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-335_S234_R2_001.fastq.gz","LCM29","8/11/21","Mock + 6m E2","MES-43-44_58_1E","M.44",44,1,15,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus/Diestrus","Ectocervix","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus/Diestrus","N/A","43-44","","Mock+E2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus"
"2586","cc5726d5cd597b653b064e30f0ef0ed1","LK16S004-350",0.00768368817032175,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-350_S249_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-350_S249_R2_001.fastq.gz","LCM44","8/13/21","MmuPV1 + 6m E2","MES-43-25_13_1E","M.25",25,1,124,"Epi","DNA","MmuPV","E2","SCC (at least CIN 3)","SCC","Diestrus","Ectocervix","MmuPV1 + 6m E2 -SCC","MmuPV1 + 6m E2 -Diestrus","7.59E+05","43-25","Low","Persistent","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Megasphaera"
"2675","d9e1ce347028fcd55677dd7dcaafe6ce","LK16S004-311",0.0074007469912851,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-311_S210_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-311_S210_R2_001.fastq.gz","LCM05","8/10/21","Mock","MES-43-34_43_1E","M.34",34,1,13,"Epi","DNA","Mock","none","No disease","No disease","Metestrus/Diestrus","Ectocervix","Mock -No disease","Mock -Metestrus/Diestrus","N/A","43-34","","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella"
"3054","fbe681bb9d21244b516cdfdb7f230b69","LK16S004-349",0.00730223123732252,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-349_S248_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-349_S248_R2_001.fastq.gz","LCM43","8/13/21","MmuPV1 + 6m E2","MES-43-23_38_1E","M.23",23,1,90,"Epi","DNA","MmuPV","E2","Low CIN (CIN 1-2)","Low CIN","Diestrus","Cervicovaginal wall","MmuPV1 + 6m E2 -Low CIN","MmuPV1 + 6m E2 -Diestrus","3.21E+06","43-23","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"671","22be59c1b0f18950debfd54a8d1eb9ec","LK16S004-351",0.00729571984435798,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-351_S250_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-351_S250_R2_001.fastq.gz","LCM45","8/13/21","MmuPV1 + 6m E2","MES-43-26_28_1E","M.26",26,1,128,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Estrus/Metestrus","Vaginal wall","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Estrus/Metestrus","2.03E+07","43-26","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
