"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","SampleNO","Ex","ShortID","FullID","MouseID","Cage","Group","Infected","ABX","Timepoint","Tp.Inf.ABX.Group","LevageDate","PostInfection.wk.","InfectStageML","PostABx.wk.","Notes","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","DiseaseEndpointRanked","Cleared.PersistentAtEndpoint","Kingdom","Phylum","Class","Order","Family","Genus"
"63","0dc277489ce86368856c74d651527d29","LK16S009-340",0.0178875638841567,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-340_S152_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-340_S152_L001_R2_001.fastq.gz",127,"E4","MV-127","T5-M-31.1-B","M-31.1-B","Cage 31","Infected ABX","Infected","ABX","5","T5 Infected ABX","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","At least CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"2533","49c7180d4de431e2238e3e9d8b42f3ef","LK16S009-234",0.017825311942959,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-234_S46_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-234_S46_L001_R2_001.fastq.gz",19,"E4","MV-19","T1-M-29.3-B","M-29.3-B","Cage 29","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",472000,"High","CIN3","High","Cleared","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter"
"357","0f9670c7cec44540f1d8cd810c8af80e","LK16S009-325",0.0178094390026714,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-325_S137_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-325_S137_L001_R2_001.fastq.gz",111,"E4","MV-111","T5-M-25.3-B","M-25.3-B","Cage 25","Infected ABX","Infected","ABX","5","T5 Infected ABX","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira"
"7879","d1d32f5e2af125cca03ee71eb338257e","LK16S009-257",0.0175925925925926,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-257_S69_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-257_S69_L001_R2_001.fastq.gz",42,"E4","MV-42","T2-M-28.4-B","M-28.4-B","Cage 28","Infected None","Infected","None","2","T2 Infected None","1.25.21","7","Early Infection 5 & 7 wpi","2","",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"9396","edf04122f291fd57077642f17c47d6b1","LK16S009-296",0.0175642087821044,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-296_S108_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-296_S108_L001_R2_001.fastq.gz",81,"E4","MV-81","T4-M-24.B.1-B","M-24.B.1-B","Cage 24B","Mock ABX","Mock","ABX","4","T4 Mock ABX","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","Normal/Hyperplasia","None","Mock","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"1100","1f4b58e5995ffb178cd167666e1a194b","LK16S009-323",0.017552071144395,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-323_S135_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-323_S135_L001_R2_001.fastq.gz",109,"E4","MV-109","T5-M-25.1-B","M-25.1-B","Cage 25","Infected ABX","Infected","ABX","5","T5 Infected ABX","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium"
"6332","ba74bc2d9784d7cceb6e4d8ff377ecae","LK16S009-334",0.0173685462764692,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-334_S146_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-334_S146_L001_R2_001.fastq.gz",121,"E4","MV-121","T5-M-29.1-B","M-29.1-B","Cage 29","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"4443","899826ee6de1fc28f80e5c58db3dcdb9","LK16S009-240",0.0173564753004005,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-240_S52_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-240_S52_L001_R2_001.fastq.gz",25,"E4","MV-25","T1-M-31.3-B","M-31.3-B","Cage 31","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",48300,"Low","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella"
"2853","4fbe82b6d337fb7468f4cadd594b7279","LK16S009-255",0.0172260172260172,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-255_S67_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-255_S67_L001_R2_001.fastq.gz",40,"E4","MV-40","T2-M-28.2-B","M-28.2-B","Cage 28","Infected None","Infected","None","2","T2 Infected None","1.25.21","7","Early Infection 5 & 7 wpi","2","",28600,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"5789","a4ebb4c44c897df83a9d6996b7382423","LK16S009-220",0.01715374841169,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-220_S32_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-220_S32_L001_R2_001.fastq.gz",5,"E4","MV-5","T1-M-25.1-B","M-25.1-B","Cage 25","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",892000,"High","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Turicibacterales","Turicibacteraceae","Turicibacter"
"3423","5e23e6814445434cee276fa01409419b","LK16S009-290",0.0171503957783641,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-290_S102_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-290_S102_L001_R2_001.fastq.gz",75,"E4","MV-75","T3-M-31.1-B","M-31.1-B","Cage 31","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",685000,"High","At least CIN3","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"7900","d1d32f5e2af125cca03ee71eb338257e","LK16S009-244",0.0171149144254279,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-244_S56_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-244_S56_L001_R2_001.fastq.gz",29,"E4","MV-29","T2-M-24.B.1-B","M-24.B.1-B","Cage 24B","Mock ABX","Mock","ABX","2","T2 Mock ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",175,"Mock","Normal/Hyperplasia","None","Mock","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"2437","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-239",0.0170570264765784,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-239_S51_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-239_S51_L001_R2_001.fastq.gz",24,"E4","MV-24","T1-M-31.2-B","M-31.2-B","Cage 31","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",1930000,"High","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"7226","c4d68e06d4d308def5d7285c083535ce","LK16S009-350",0.0169701986754967,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-350_S162_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-350_S162_L001_R2_001.fastq.gz",137,"E4","MV-137","T6-M-25.3-B","M-25.3-B","Cage 25","Infected ABX","Infected","ABX","6","T6 Infected ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",410000,"High","CIN3","High","Persistent","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus"
"2530","49c7180d4de431e2238e3e9d8b42f3ef","LK16S009-363",0.0169406449993726,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-363_S175_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-363_S175_L001_R2_001.fastq.gz",151,"E4","MV-151","T6-M-30.2-B","M-30.2-B","Cage 30","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",207000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter"
"4970","906343d1516c1eb1172e2c6a979547fb","LK16S009-230",0.0168514412416851,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-230_S42_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-230_S42_L001_R2_001.fastq.gz",15,"E4","MV-15","T1-M-28.3-B","M-28.3-B","Cage 28","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",424000,"High","At least CIN3","High","Persistent","Bacteria","[Thermi]","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"1380","27f682a2c16ce886f8c47b3fc15621cd","LK16S009-224",0.0168150346191889,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-224_S36_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-224_S36_L001_R2_001.fastq.gz",9,"E4","MV-9","T1-M-26.1-B","M-26.1-B","Cage 26","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",1040000,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"8194","d75ceccc02539f840bc6f73878853cbd","LK16S009-240",0.0166889185580774,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-240_S52_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-240_S52_L001_R2_001.fastq.gz",25,"E4","MV-25","T1-M-31.3-B","M-31.3-B","Cage 31","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",48300,"Low","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"1758","2e851e956e6efc6849ac305ae18ef4bb","LK16S009-299",0.0165289256198347,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-299_S111_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-299_S111_L001_R2_001.fastq.gz",84,"E4","MV-84","T4-M-25.2-B","M-25.2-B","Cage 25","Infected ABX","Infected","ABX","4","T4 Infected ABX","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"3528","5e23e6814445434cee276fa01409419b","LK16S009-307",0.0165248470890846,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-307_S119_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-307_S119_L001_R2_001.fastq.gz",93,"E4","MV-93","T4-M-28.3-B","M-28.3-B","Cage 28","Infected None","Infected","None","4","T4 Infected None","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","At least CIN3","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"507","118aefda2758458ad9c72af6eef95707","LK16S009-316",0.0164424514200299,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-316_S128_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-316_S128_L001_R2_001.fastq.gz",102,"E4","MV-102","T4-M-31.2-B","M-31.2-B","Cage 31","Infected ABX","Infected","ABX","4","T4 Infected ABX","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter"
"88","0dc277489ce86368856c74d651527d29","LK16S009-227",0.0164260826281732,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-227_S39_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-227_S39_L001_R2_001.fastq.gz",12,"E4","MV-12","T1-M-26.4-B","M-26.4-B","Cage 26","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",4760,"Low","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"7942","d3a8da614f4d72e23bb3e4ff68e276cc","LK16S009-227",0.0164260826281732,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-227_S39_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-227_S39_L001_R2_001.fastq.gz",12,"E4","MV-12","T1-M-26.4-B","M-26.4-B","Cage 26","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",4760,"Low","CIN3","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus"
"9982","f716e8fadfd332563b90125b21ae3e54","LK16S009-245",0.0163316582914573,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-245_S57_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-245_S57_L001_R2_001.fastq.gz",30,"E4","MV-30","T2-M-24.B.2-B","M-24.B.2-B","Cage 24B","Mock ABX","Mock","ABX","2","T2 Mock ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",3250,"Mock","Normal","None","Mock","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"9669","ef5af1a4fab257b0621e48a115793052","LK16S009-251",0.0161290322580645,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-251_S63_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-251_S63_L001_R2_001.fastq.gz",36,"E4","MV-36","T2-M-26.2-B","M-26.2-B","Cage 26","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",7.72e+10,"High","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Rhodococcus"
"5618","a3905a301aebbc2efdb2a4d3ab91aa74","LK16S009-333",0.0161088240558439,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-333_S145_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-333_S145_L001_R2_001.fastq.gz",120,"E4","MV-120","T5-M-28.4-B","M-28.4-B","Cage 28","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"70","0dc277489ce86368856c74d651527d29","LK16S009-294",0.0160788842498001,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-294_S106_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-294_S106_L001_R2_001.fastq.gz",79,"E4","MV-79","T4-M-24.A.1-B","M-24.A.1-B","Cage 24A","Mock None","Mock","None","4","T4 Mock None","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","Normal/Hyperplasia","None","Mock","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1457","27f682a2c16ce886f8c47b3fc15621cd","LK16S009-235",0.0160466812545587,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-235_S47_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-235_S47_L001_R2_001.fastq.gz",20,"E4","MV-20","T1-M-30.1-B","M-30.1-B","Cage 30","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",707000,"High","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"1492","2ce1899afd3d0a68fc32f34cb1adea5a","LK16S009-356",0.015983860955928,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-356_S168_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-356_S168_L001_R2_001.fastq.gz",144,"E4","MV-144","T6-M-28.2-B","M-28.2-B","Cage 28","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",1560000,"High","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus"
"6792","c065cd4fc6ef5da3ac58de2345032602","LK16S009-356",0.0159062693978895,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-356_S168_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-356_S168_L001_R2_001.fastq.gz",144,"E4","MV-144","T6-M-28.2-B","M-28.2-B","Cage 28","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",1560000,"High","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus"
"2795","4fbe82b6d337fb7468f4cadd594b7279","LK16S009-226",0.0158054711246201,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-226_S38_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-226_S38_L001_R2_001.fastq.gz",11,"E4","MV-11","T1-M-26.3-B","M-26.3-B","Cage 26","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",317000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"8627","dc4672989835c2290a08fde7e01454a2","LK16S009-306",0.0157421289355322,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-306_S118_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-306_S118_L001_R2_001.fastq.gz",92,"E4","MV-92","T4-M-28.2-B","M-28.2-B","Cage 28","Infected None","Infected","None","4","T4 Infected None","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Brevibacteriaceae","Brevibacterium"
"9969","f716e8fadfd332563b90125b21ae3e54","LK16S009-234",0.0155971479500891,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-234_S46_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-234_S46_L001_R2_001.fastq.gz",19,"E4","MV-19","T1-M-29.3-B","M-29.3-B","Cage 29","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",472000,"High","CIN3","High","Cleared","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
