"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","Mouse.ID","LK16Sid","ExName","Ex","LavageDate","MP","SampleOrigin","Cage","ExCage","ExCageTp","Timepoint","TimeP","Timepoint.wks","AntibioticTx","Tp.Cage","Tp.ABX","NaturalMicro","Infected","InfectStage2","InfectStageDepo","InfectStageDEM","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","InfectStage","DiseaseEndpointRanked","Cleared.PersistentAtEndpoint","Tp.Infect","ABX.Infect","Tp.ABX.Infect","InfectionStage","InfectStagePreUM","DiseaseCINEndpointRanked","Cleared.Persistent","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1357","20ec1b737dcb64099e76ee4ef9e4070d","LK16S004-012",0.00425,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R2_001.fastq.gz","07-28-M6-1","LK16S004_012","Baseline","E3","7/28/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp1","Timepoint 1","1","0","None","Tp1_Cage6","Tp1_None","Natural","Untouched","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Untouched","None_Untouched","Tp1_None_Untouched","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"2773","46c86fe22b21753bd3ac80c4269d48d9","LK16S004-056",0.00423330197554092,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_056_S56_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_056_S56_R2_001.fastq.gz","08-12-M7-1","LK16S004_056","Baseline","E3","8/12/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp2","Timepoint 2","2","2","None","Tp2_Cage7","Tp2_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp2_Infected","None_Infected","Tp2_None_Infected","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","","","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"854","18b9c01ee435c1273c9a29feb507625e","LKMB005_040",0.00419625564880568,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_040_S40_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_040_S40_R2_001.fastq.gz","08-04--MP5-3","LKMB005_040","Pilot","E2","4-Aug","MP5-3","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp2","Timepoint 2","2","2","None","Tp2_Cage5","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","Cancer","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"8554","ec580e5ffb5d1d37f58323622266dd34","LKMB005_040",0.00419625564880568,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_040_S40_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_040_S40_R2_001.fastq.gz","08-04--MP5-3","LKMB005_040","Pilot","E2","4-Aug","MP5-3","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp2","Timepoint 2","2","2","None","Tp2_Cage5","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","Cancer","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Sediminibacterium",NA
"72","00fe6dc977b86e280d15cf0d79f7634a","LK16S004-104",0.00413793103448276,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_104_S106_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_104_S106_R2_001.fastq.gz","08-19-M11-3","LK16S004_104","Baseline","E3","8/19/20","M11-3","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp3","Timepoint 3","3","3","None","Tp3_Cage11","Tp3_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo",NA,"","CIN2",NA,NA,NA,"Tp3_Infected","None_Infected","Tp3_None_Infected","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","Low","Persistent","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum","schaedleri"
"1484","22be59c1b0f18950debfd54a8d1eb9ec","LKMB005_013",0.00412448443944507,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_013_S13_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_013_S13_R2_001.fastq.gz","07-21--MP4-2","LKMB005_013","Pilot","E2","21-Jul","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp1","Timepoint 1","1","0","None","Tp1_Cage4","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"621","1381e53833be538c7e162c6321cbc9f8","LKMB005_037",0.00412305740564542,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_037_S37_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_037_S37_R2_001.fastq.gz","08-04--MP4-3","LKMB005_037","Pilot","E2","4-Aug","MP4-3","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp2","Timepoint 2","2","2","None","Tp2_Cage4","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"7618","dbb9bfad23a525c5b3caaf2c2021b71b","LKMB005_018",0.00410332301896946,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_018_S18_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_018_S18_R2_001.fastq.gz","07-21--MP5-4","LKMB005_018","Pilot","E2","21-Jul","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1","1","0","None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","Low","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"9377","fbe681bb9d21244b516cdfdb7f230b69","LKMB005_018",0.00403605542849455,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_018_S18_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_018_S18_R2_001.fastq.gz","07-21--MP5-4","LKMB005_018","Pilot","E2","21-Jul","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1","1","0","None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","Low","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium","acnes"
"347","0b7a378bbfed394963590993a56ab4db","LK16S004-019",0.00403130187336969,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R2_001.fastq.gz","07-28-M8-1","LK16S004_019","Baseline","E3","7/28/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Tp1_Cage8","Tp1_None","Natural","Mock","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Mock","None_Mock","Tp1_None_Mock","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"5214","9e86f64a1fee46909e1f558ed11a9f52","LK16S004-019",0.00403130187336969,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R2_001.fastq.gz","07-28-M8-1","LK16S004_019","Baseline","E3","7/28/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Tp1_Cage8","Tp1_None","Natural","Mock","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Mock","None_Mock","Tp1_None_Mock","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"4048","6757332db427530c53a8be9c22725b7c","LK16S004-012",0.004,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R2_001.fastq.gz","07-28-M6-1","LK16S004_012","Baseline","E3","7/28/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp1","Timepoint 1","1","0","None","Tp1_Cage6","Tp1_None","Natural","Untouched","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Untouched","None_Untouched","Tp1_None_Untouched","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"2940","492c9d99645d6866290affabd62e6c23","LKMB005_014",0.00390543636742345,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_014_S14_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_014_S14_R2_001.fastq.gz","07-21--MP4-3","LKMB005_014","Pilot","E2","21-Jul","MP4-3","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp1","Timepoint 1","1","0","None","Tp1_Cage4","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"582","1381e53833be538c7e162c6321cbc9f8","LKMB005_016",0.00390463503146676,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_016_S16_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_016_S16_R2_001.fastq.gz","07-21--MP5-2","LKMB005_016","Pilot","E2","21-Jul","MP5-2","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1","1","0","None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","No Tissue","Unknown",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"4535","836ac518d86fdb0dd587761ae39b8845","LK16S004-061",0.00390421655387819,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_061_S61_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_061_S61_R2_001.fastq.gz","08-12-M08-3","LK16S004_061","Baseline","E3","8/12/20","M8-3","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp2","Timepoint 2","2","2","None","Tp2_Cage8","Tp2_None","Natural","Mock","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp2_Mock","None_Mock","Tp2_None_Mock","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","simulans"
"6556","c3c6b35a7e7fd0a56aab3c29bd47737b","LKMB005_020",0.00389131014853687,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_020_S20_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_020_S20_R2_001.fastq.gz","07-21--MP6-2","LKMB005_020","Pilot","E2","21-Jul","MP6-2","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp1","Timepoint 1","1","0","None","Tp1_Cage6","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"5152","9810164d15d577833902934f6b963568","LK16S004-093",0.00387596899224806,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_093_S93_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_093_S93_R2_001.fastq.gz","08-19-M08-3","LK16S004_093","Baseline","E3","8/19/20","M8-3","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp3","Timepoint 3","3","3","None","Tp3_Cage8","Tp3_None","Post-Depo","Mock","Pre-Infection","Post-Depo","Post-Depo",NA,"","",NA,NA,NA,"Tp3_Mock","None_Mock","Tp3_None_Mock","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","","","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"8500","e922586081ebfd3c1131765980752500","LK16S004-086",0.00386473429951691,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_086_S86_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_086_S86_R2_001.fastq.gz","08-19-M6-3","LK16S004_086","Baseline","E3","8/19/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp3","Timepoint 3","3","3","None","Tp3_Cage6","Tp3_None","Untouched","Untouched","Pre-Infection","Post-Depo","Post-Depo",NA,"","",NA,NA,NA,"Tp3_Untouched","None_Untouched","Tp3_None_Untouched","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"2901","492c9d99645d6866290affabd62e6c23","LK16S004-058",0.0038265306122449,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_058_S58_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_058_S58_R2_001.fastq.gz","08-12-M7-3","LK16S004_058","Baseline","E3","8/12/20","M7-3","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp2","Timepoint 2","2","2","None","Tp2_Cage7","Tp2_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","CIN2",NA,NA,NA,"Tp2_Infected","None_Infected","Tp2_None_Infected","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"4907","91c93208099c5254153fe250684deda0","LK16S004-019",0.00379416646905383,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R2_001.fastq.gz","07-28-M8-1","LK16S004_019","Baseline","E3","7/28/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Tp1_Cage8","Tp1_None","Natural","Mock","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Mock","None_Mock","Tp1_None_Mock","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"8570","ecffc2022c0e89787d19d43381a157a7","LK16S004-019",0.00379416646905383,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R2_001.fastq.gz","07-28-M8-1","LK16S004_019","Baseline","E3","7/28/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Tp1_Cage8","Tp1_None","Natural","Mock","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Mock","None_Mock","Tp1_None_Mock","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"1922","2b701a7dc618dea61209457d3f3244fc","LKMB005_013",0.00374953130858643,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_013_S13_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_013_S13_R2_001.fastq.gz","07-21--MP4-2","LKMB005_013","Pilot","E2","21-Jul","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp1","Timepoint 1","1","0","None","Tp1_Cage4","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","rhizosphaerae"
"3127","4e269cbdd41f328dabf501e891c0c3ce","LKMB005_042",0.00364513234634365,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_042_S42_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_042_S42_R2_001.fastq.gz","08-04--MP6-1","LKMB005_042","Pilot","E2","4-Aug","MP6-1","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp2","Timepoint 2","2","2","None","Tp2_Cage6","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus",NA
"3143","4e269cbdd41f328dabf501e891c0c3ce","LKMB005_020",0.00360224139464556,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_020_S20_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_020_S20_R2_001.fastq.gz","07-21--MP6-2","LKMB005_020","Pilot","E2","21-Jul","MP6-2","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp1","Timepoint 1","1","0","None","Tp1_Cage6","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus",NA
"9439","fd72b76c33e769a5da66940c522190d9","LKMB005_042",0.00358905338716913,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_042_S42_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_042_S42_R2_001.fastq.gz","08-04--MP6-1","LKMB005_042","Pilot","E2","4-Aug","MP6-1","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp2","Timepoint 2","2","2","None","Tp2_Cage6","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Sediminibacterium",NA
"97","00fe6dc977b86e280d15cf0d79f7634a","LK16S004-084",0.00356633380884451,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_084_S84_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_084_S84_R2_001.fastq.gz","08-19-M6-1","LK16S004_084","Baseline","E3","8/19/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp3","Timepoint 3","3","3","None","Tp3_Cage6","Tp3_None","Untouched","Untouched","Pre-Infection","Post-Depo","Post-Depo",NA,"","",NA,NA,NA,"Tp3_Untouched","None_Untouched","Tp3_None_Untouched","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","","","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum","schaedleri"
"7668","dc24a3607176ef6da2dc7d02bc8070fa","LKMB005_038",0.00352112676056338,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_038_S38_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_038_S38_R2_001.fastq.gz","08-04--MP5-1","LKMB005_038","Pilot","E2","4-Aug","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp2","Timepoint 2","2","2","None","Tp2_Cage5","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"6078","b6c98c7165749908da28d7d4d65820c8","LK16S004-012",0.0035,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R2_001.fastq.gz","07-28-M6-1","LK16S004_012","Baseline","E3","7/28/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp1","Timepoint 1","1","0","None","Tp1_Cage6","Tp1_None","Natural","Untouched","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Untouched","None_Untouched","Tp1_None_Untouched","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"6431","be3cd002173a7579dff3c60b53f35ac5","LK16S004-012",0.0035,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R2_001.fastq.gz","07-28-M6-1","LK16S004_012","Baseline","E3","7/28/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp1","Timepoint 1","1","0","None","Tp1_Cage6","Tp1_None","Natural","Untouched","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Untouched","None_Untouched","Tp1_None_Untouched","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","distasonis"
"8729","f022b248f333f6d7fc22cbc961ce6cbb","LK16S004-012",0.0035,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R2_001.fastq.gz","07-28-M6-1","LK16S004_012","Baseline","E3","7/28/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp1","Timepoint 1","1","0","None","Tp1_Cage6","Tp1_None","Natural","Untouched","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Untouched","None_Untouched","Tp1_None_Untouched","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","gnavus"
